"space_id","obj_type","title","path","obj_token","node_token"
"7588548482814725069","docx","戴夫设计参考","戴夫like（光子大赛）/策划案/参考游戏/戴夫设计参考","OLfcdaDGYowiPwxKv75cYl7Znjd","WDvXwYRfniEnGHkYDKDcx7EOn8L"
"7588548482814725069","docx","小动物系统","戴夫like（光子大赛）/策划案/参考游戏/小动物系统","Y8kBdrk4oomdIfx7wY3cqaUbnRf","K7Q0wXtTsixsDfkefqGcOkqOnOf"
"7588548482814725069","docx","宠物小伙伴 意识流文档","戴夫like（光子大赛）/策划案/参考游戏/小动物系统/宠物小伙伴 意识流文档","IAPvdkprfoaslgxeuemcj5SKnoO","TEFLwj83zicF23kXlGkcFMQqnqg"
"7588548482814725069","docx","任天狗拆解","戴夫like（光子大赛）/策划案/参考游戏/小动物系统/任天狗拆解","M85UdSy88o95iLxZmumc3NxVnEh","LfT2wKhiLiJ2D9k99J2cNsqynpc"
"7588548482814725069","docx","光子切片优化方案","戴夫like（光子大赛）/策划案/光子切片优化方案","BndodLCaSow70KxGjEpcdcBOnWY","XYxUw7hkJiMIQLkWvxfc81Odntg"
"7588548482814725069","docx","Ⅰ-1：驱动力","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-1：驱动力","G24ydZEK6oj3fox08QIcDMDanPe","C34yw8kciiVYFTkwQ85cZ9olnIB"
"7588548482814725069","docx","Ⅰ-2：核心循环","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环","YKkWdSHuXoiMt4xQO5acaUEqnAH","G3GBwdy6uieZdhkGIx9c26Abnyf"
"7588548482814725069","docx","Ⅰ-2核心循环设计","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环/Ⅰ-2核心循环设计","Wc1Cd20tPo83yAx0o4YcnqVTnNe","ZzfywpYTaieKJrkxhS8cQNK1nrb"
"7588548482814725069","docx","TODO","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环/TODO","JkTZdqJWioH1gSxfvj2cVM14nPh","OZjDwlW9liVqoBkPgKecdXjrnre"
"7588548482814725069","docx","戴夫循环","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环/戴夫循环","QrwJdaxjOoL9nKx7ayGcSGjYnac","VjwFwh848iLojdktChXcQ1pon0g"
"7588548482814725069","docx","循环","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环/循环","Cg9odeDWfo7J9Ix7jTtcqOWznFf","Oe20wYzQ2iCbciklVWecR69knpf"
"7588548482814725069","docx","循环详细策划案（关于地图一）","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅰ-2：核心循环/循环/循环详细策划案（关于地图一）","VQ0Mdu2R8o1b5rxq1Ycc3XqSnwf","WDTrweS7ti7lVjkWR5ScUjFanZc"
"7588548482814725069","docx","Ⅲ-4：小动物优化","戴夫like（光子大赛）/策划案/光子切片优化方案/Ⅲ-4：小动物优化","JT3GdlwXloGLWlxidvScelQ6nGc","Zl6awMXn4iGLHPkuJ67csetFnye"
"7588548482814725069","docx","野外","戴夫like（光子大赛）/策划案/光子切片优化方案/野外","HyM7dL951oZHOzxv8mhcHBVdnkf","Brciwih9Rij4b7kSZ0Bc2QYhnGf"
"7588548482814725069","docx","机制文档说明","戴夫like（光子大赛）/策划案/机制文档说明","ELpZdLyvXoEpWZxKVogcZ4sznGb","AcqLwyaeJiTpQVkbA9mcH3OVnuf"
"7588548482814725069","docx","背包系统","戴夫like（光子大赛）/策划案/机制文档说明/背包系统","NRzIdgLleoM6olxHuffcWrrqn6e","BjA7wznCwivcVxkgUmacUi5Enkg"
"7588548482814725069","docx","采集系统（区域一）","戴夫like（光子大赛）/策划案/机制文档说明/采集系统（区域一）","ZQUSd0sdvo7KxfxwDDYcaniRnqh","RTfFwgQCOis8swkN3AKcV4Mlnn2"
"7588548482814725069","docx","工作台（未满待续）","戴夫like（光子大赛）/策划案/机制文档说明/工作台（未满待续）","FNxSdIWzHoiVCnxnKV0ch54enaf","HqNQwNe5HiibPyklmW7cOl61nye"
"7588548482814725069","docx","怪物设计文档 V0.1","戴夫like（光子大赛）/策划案/机制文档说明/怪物设计文档 V0.1","XMkddGP65ovf5PxcITbcfM8Onoe","D9uJwOSHciDJxDkWJeZc4laMnUe"
"7588548482814725069","docx","家园文档","戴夫like（光子大赛）/策划案/机制文档说明/家园文档","TL9td6IVTosOijxnU2NcfQYcnrd","OqJ4wMbcbivOibkRr5MczXATnDh"
"7588548482814725069","docx","程序查看","戴夫like（光子大赛）/策划案/机制文档说明/家园文档/程序查看","CuiWdn4xjoeBvJxOlWEcNegsnge","RqlCwjXh9ii2QEk0RwdcGxNGnme"
"7588548482814725069","docx","合成台详细说明","戴夫like（光子大赛）/策划案/机制文档说明/家园文档/程序查看/合成台详细说明","ZzKUdrLFsoG02IxKIqpch7IqnQe","VZXswsEYvi56FWkq0MvcrkgMnac"
"7588548482814725069","docx","任务系统","戴夫like（光子大赛）/策划案/机制文档说明/任务系统","Z1lUdoMczoMtWSxpc2rczptfnkc","OyMvw3yrliu0sBk5xfGcTvbJnbh"
"7588548482814725069","docx","程序查看","戴夫like（光子大赛）/策划案/机制文档说明/任务系统/程序查看","TyAYdk1kYoMITExV6PZcWoQCnVg","P5AMwQEwTiKUhwkQLoucyYdznuf"
"7588548482814725069","docx","饰品设置","戴夫like（光子大赛）/策划案/机制文档说明/饰品设置","MGxRdvaZQoPgj2xDhuIcK08An2f","YsMIwfHeHiuMcdkJWgWccmcXnWd"
"7588548482814725069","docx","物品系统","戴夫like（光子大赛）/策划案/机制文档说明/物品系统","SWkFdSMZjo8MOcxACQdcikkBnlc","SvRdwyejpiqN7nk6rcJcHszGnCb"
"7588548482814725069","sheet","配表","戴夫like（光子大赛）/策划案/机制文档说明/物品系统/配表","Sax4sm1PdhMqKXte0YoctgocnWe","N0SwwRXJgihYUikC1AicKIz2neh"
"7588548482814725069","docx","野外机制","戴夫like（光子大赛）/策划案/机制文档说明/野外机制","Izvvd515voQyJvxwh02cFhwmnig","IfWXwbb9RiiuEmkVdThcdHsanhf"
"7588548482814725069","docx","主角能力设计文档","戴夫like（光子大赛）/策划案/机制文档说明/主角能力设计文档","I2cpdBnCHol6CTxV6fccrbUvnwd","KYAsw92J5ixWQCkDz1wcFrimnUc"
"7588548482814725069","docx","主线任务","戴夫like（光子大赛）/策划案/机制文档说明/主线任务","AawDd105tongSDxniHccDxJen4c","DGd3wWSB9i36UJkZMGFc0JYbnlg"
"7588548482814725069","sheet","家具配表","戴夫like（光子大赛）/策划案/家具配表","K6LJsVvmjhM6hDt8Bjzc7GLynOf","SaBEwR6wciqdPukZaT1cs0FBnUh"
"7588548482814725069","docx","设计争议点","戴夫like（光子大赛）/策划案/设计争议点","QbKhdBW4KoCsBkxjCLucySVRnNb","D50WwjdOxivDXVk8FRBciyKPnGf"
"7588548482814725069","docx","舒适度系统设置","戴夫like（光子大赛）/策划案/舒适度系统设置","Ol4Ad33RToHVOLxauL2cLwsHnYg","Ulu3wkyXIiPblVkvJbnc5gBcn7e"
"7588548482814725069","docx","文案","戴夫like（光子大赛）/策划案/文案","Y5ZPd1rZeouRcPxI8gzcXjUFnLd","E0x4wO1aVivN2SkIZ89cHqHSnCc"
"7588548482814725069","sheet","主线文案 - Sheet1","戴夫like（光子大赛）/策划案/文案/主线文案 - Sheet1","SasvsJA2thUxuTtYQEZcWJainAd","VMecwxPy4i4AnYkr8yScH81Gnhg"
"7588548482814725069","docx","系统架构","戴夫like（光子大赛）/策划案/系统架构","NZMGdHej4o8jtsx7bAxc5PiGnGO","OivLwAylwipbrVkJDdZcHdfCnIf"
"7588548482814725069","docx","经济循环","戴夫like（光子大赛）/策划案/系统架构/经济循环","Cb8ZdCnrAoFsrRxuBtzcm3Tsn8g","NnGPw0aqhiNDO8kxP7pcaZxynwc"
"7588548482814725069","docx","（废稿）经济循环系统改进","戴夫like（光子大赛）/策划案/系统架构/经济循环/（废稿）经济循环系统改进","Oj5cd6MTAoev7AxvlR1c7YY9n2P","CysJwYYNKiM088kTW85c6wHandt"
"7588548482814725069","docx","经营目标","戴夫like（光子大赛）/策划案/系统架构/经济循环/经营目标","OMwSdBE74oEWkjxsi8xcvVFxnce","NmlXwucbIiVDnvkTKJScs5PBnRc"
"7588548482814725069","docx","小动物系统","戴夫like（光子大赛）/策划案/系统架构/小动物系统","W8AvdnkEioKaRRxEwmSc4CZynTh","LAB6wQJu3iTr9GkzsYscV3sRnN8"
"7588548482814725069","docx","从0到1情感交流 -- 细节设置","戴夫like（光子大赛）/策划案/系统架构/小动物系统/从0到1情感交流 -- 细节设置","T2JcdqAvNohSeaxR7zvcRS2xnUb","B9INwsEYwibRndkYENmcAo3wnIc"
"7588548482814725069","docx","小动物互动 -- 养宠（养女/儿）","戴夫like（光子大赛）/策划案/系统架构/小动物系统/小动物互动 -- 养宠（养女/儿）","O5UFdvbUHoqMUKxeco8cRuzuncg","P9Jqw1lKFihyA4kwTt3cnp9unGb"
"7588548482814725069","sheet","策划任务","戴夫like（光子大赛）/策划案/系统架构/小动物系统/小动物互动 -- 养宠（养女/儿）/策划任务","BHC5sI0eBhqacutWNaHcLNoUnQh","RJvJwCf5KiWGrhkELWKc0JCwnpe"
"7588548482814725069","docx","野外探索系统","戴夫like（光子大赛）/策划案/系统架构/野外探索系统","SSD8dlRQAo2CdRxIRdfcNm1bnpg","KY1OwkiAHiZO1okcVAncnA5Znzg"
"7588548482814725069","sheet","项目情况","戴夫like（光子大赛）/策划案/项目情况","OPQ8s47AihLcxmtyQ6CcS8mUnec","ByYTwrhqLiISQ5kz5Z5cICT4nxf"
"7588548482814725069","docx","野外探索——关卡设计文档","戴夫like（光子大赛）/策划案/野外探索——关卡设计文档","Gg2tdz9hDoi9yVxbzNvcJ2sbn4f","NtL4wKnd2ikfefk4R1Dcvs7Hnsf"
"7588548482814725069","file","CritterHome关卡设计草图.pdf","戴夫like（光子大赛）/策划案/野外探索——关卡设计文档/CritterHome关卡设计草图.pdf","ElFybPCPSoqrQUxASS3cGXiCnKb","MagFw12ODiZINokvgY6cKWlEnof"
"7588548482814725069","docx","程序文档","戴夫like（光子大赛）/程序文档","FMNvdJKmnoqn3hx43HWcV5KDnbb","GZkrwqI4Bi6wnlkPrxbcy7BZnma"
"7588548482814725069","sheet","程序配表","戴夫like（光子大赛）/程序文档/程序配表","ZX1IsFcbIhs7JmtBJt5c2QdKnUf","DWbhwZWm0i0L60kx3QlcUK0Knbc"
"7588548482814725069","sheet","宝箱配表","戴夫like（光子大赛）/程序文档/程序配表/宝箱配表","DhmtsKt7AhtjYmtukr0cfVybnHL","ASrUw6AnZi8bKAkXpCxcXoeonad"
"7588548482814725069","sheet","野外内容梳理","戴夫like（光子大赛）/程序文档/程序配表/野外内容梳理","SWmusIpSQhqLKStm8WCcwEQCnqe","JW7iwALeNibTQ4ktEd0cPYePnJf"
"7588548482814725069","docx","会议记录","戴夫like（光子大赛）/会议记录","P1ksdn7AYooTxmxH0Rwc1Lxmnjh","Uuliwb7qoiJcEskjiJJcYuyinfg"
"7588548482814725069","docx","1.10策划UI会议","戴夫like（光子大赛）/会议记录/1.10策划UI会议","G6WIdoVypo7uHuxzXJFcCJpynsd","KSK8wjqYYiP6nMkaP5Acm4Jhndb"
"7588548482814725069","docx","1.6 程序策划会议","戴夫like（光子大赛）/会议记录/1.6 程序策划会议","XVDjdHd40oWSa7xl0Arc6KI0ngg","AhtUw280LizWBrkwAHoclJ3wnWd"
"7588548482814725069","docx","1.8 全体会议","戴夫like（光子大赛）/会议记录/1.8 全体会议","GRFHdV4XTo2SyPxwxaVc9t9lnyg","B2F6wnYOZipAwokDqPGc67jTncN"
"7588548482814725069","docx","2.12 美术快速会议","戴夫like（光子大赛）/会议记录/2.12 美术快速会议","N51bd8aI8okEk5xfqdFcgvtPnRg","NQmvw6yu1ii14HkzKsycymnKnSc"
"7588548482814725069","docx","2.15 全体会议记录","戴夫like（光子大赛）/会议记录/2.15 全体会议记录","QxY5dK2wDowndgxX9WncWEuSnIg","S3ZswUuCyiWSNXkW1VOcg5Vgnhd"
"7588548482814725069","docx","2.17 微信聊天会议","戴夫like（光子大赛）/会议记录/2.17 微信聊天会议","YQHMdRaMlot7Hwxk5aocQb3Xn2f","GRiLwoGsCiluv4kdON6cPMEXn8s"
"7588548482814725069","docx","2.18 策划美术","戴夫like（光子大赛）/会议记录/2.18 策划美术","KmeOdP2ALoBdHyxjLk3crYQUnMc","GHeCwklGQiOoXdkIthDcRFaEngg"
"7588548482814725069","docx","2.20 美术快速小会","戴夫like（光子大赛）/会议记录/2.20 美术快速小会","RdftdcrSFo2vz7xij5EcsbWWnZb","PwHWwrNcCiBJfhkhh89cAijsnqb"
"7588548482814725069","docx","2.21 美术风格会","戴夫like（光子大赛）/会议记录/2.21 美术风格会","TmpSdFgkfo1ELBxqT33cupx1nSq","NX2Ewp9fhiXWwrkWZgMcLT1Mnfd"
"7588548482814725069","docx","2.21 音乐同步","戴夫like（光子大赛）/会议记录/2.21 音乐同步","WaArdpf0XoxYx1xD4hUcLaWCnUe","CNA8wmLrjiuvdFkSTflcHwbFnIb"
"7588548482814725069","docx","2025.12.27 头脑风暴","戴夫like（光子大赛）/会议记录/2025.12.27 头脑风暴","IXSidNirmo4N9NxiBRKcXiqtnCd","Tgfnwkz2ri4kXckpCWZciX8EnUd"
"7588548482814725069","docx","2025.12.31 会议","戴夫like（光子大赛）/会议记录/2025.12.31 会议","PHkqdb2Cuov5lsxuzPqcAlZtnuA","HcVuwgixPiywuFkXAOYce1sdngg"
"7588548482814725069","docx","2026.1.4 美术会议","戴夫like（光子大赛）/会议记录/2026.1.4 美术会议","IbvvdTpRyo9GWpxX1QUc4MSQn0d","GFr7wiIC7ifGq7kGXxucSUsJn9f"
"7588548482814725069","docx","2026.6.2 家园UI修改","戴夫like（光子大赛）/会议记录/2026.6.2 家园UI修改","PC2sdfLQSoeruRxp97ZcXoLtntf","SKBfwRr9OiTVZVkF5bCc5BdcnOd"
"7588548482814725069","docx","3.11 美术会议","戴夫like（光子大赛）/会议记录/3.11 美术会议","WyjidfdKPocZd1xqDFPcud0En5g","WTzcwPis1iLyc0k2eoacz3Ybnrg"
"7588548482814725069","docx","3.13 功能讨论","戴夫like（光子大赛）/会议记录/3.13 功能讨论","VYA8dMe96oUqsix2ABeceLconqh","A6fvwnuEhi1vc2kOa5YcTxKOnFf"
"7588548482814725069","docx","3.15整体会议（主要关于美术修改）","戴夫like（光子大赛）/会议记录/3.15整体会议（主要关于美术修改）","D7B7d7VLVoahPOx5qrocSwDpncf","T474wRxGTi2IWQkiMpuceFBnnUc"
"7588548482814725069","docx","3.18游戏开发项目会议安排","戴夫like（光子大赛）/会议记录/3.18游戏开发项目会议安排","Us47dTmJ3oeFvUx7PqLcRjitn0c","ABTzw9XAVieF1Mk4bOmcV6dWn6b"
"7588548482814725069","docx","3.31 游戏定位与核心卖点微信讨论","戴夫like（光子大赛）/会议记录/3.31 游戏定位与核心卖点微信讨论","F5YTdzGyfoYBydxPp7jcnjt2nfh","OMM8wchZ5iV0Cukp3zxcNTXunoc"
"7588548482814725069","docx","3.8全体会议","戴夫like（光子大赛）/会议记录/3.8全体会议","VCZoddbvMoed2Pxt1M3cp59CnIf","OGZKwETVFi1akskreKPcklUhnAf"
"7588548482814725069","docx","4.28 试玩后反馈","戴夫like（光子大赛）/会议记录/4.28 试玩后反馈","U1dLdhOpoom2gBxDB9ycZcponAf","TrhkwDYVei1tTWkjHCtczuyBncd"
"7588548482814725069","docx","会前讨论","戴夫like（光子大赛）/会议记录/会前讨论","FwtjdtBM0oQyJvxOExdcId3Vnve","QKcNwWF83iMtSvkABhXcYBQon3c"
"7588548482814725069","docx","立项思考与沟通方法","戴夫like（光子大赛）/会议记录/立项思考与沟通方法","IL9bdUvuHoPjW5xsQe1cve37nYg","BszYwekrsizKurkpYp4c0W0lnIg"
"7588548482814725069","docx","智能纪要： 2026年4月5日周会","戴夫like（光子大赛）/会议记录/智能纪要： 2026年4月5日周会","ZfTcdzpwcoRgYrxCaAAcTaSOnqf","AU8twJNXSik6oHkIYEMcvYYfnye"
"7588548482814725069","docx","智能纪要：策划会 2026年3月28日","戴夫like（光子大赛）/会议记录/智能纪要：策划会 2026年3月28日","WiuSdIKZJoCkHVxFuswcj8HWn8g","Fwa2w0dLhiBSlZk66KfcjWswnee"
"7588548482814725069","docx","智能纪要：项目周会：进度、招聘与风格调整 2026年3月22日","戴夫like（光子大赛）/会议记录/智能纪要：项目周会：进度、招聘与风格调整 2026年3月22日","F7xtd1y4Zoae1PxqHBhcTIx5nOg","HGJMw74V4i61eHkxTvIcjh8OnHf"
"7588548482814725069","docx","智能纪要：游戏开发方向及进度规划会 2026年3月20日","戴夫like（光子大赛）/会议记录/智能纪要：游戏开发方向及进度规划会 2026年3月20日","QGkZdjzkOoBGwIxGtixc1fjcn7f","Eer2wXvaYi7scrkC6mWcG2Utnyb"
"7588548482814725069","docx","智能纪要：游戏项目开发进度与计划会议 2026年3月29日","戴夫like（光子大赛）/会议记录/智能纪要：游戏项目开发进度与计划会议 2026年3月29日","J9rNdL2xPooV7XxOn6dciJ6HnLh","ObrowerLHilNqFkxe91cnU8InJb"
"7588548482814725069","docx","介绍","戴夫like（光子大赛）/介绍","NpNcdrew3o601axkvTxcLng1nqg","DCedwYvWti9k1YksEW6ceVXqnNd"
"7588548482814725069","mindnote","系统思维导图","戴夫like（光子大赛）/介绍/系统思维导图","D6osbVnLHmEjcynh9ITcK3XXnBh","FpmTwak2HikyHkkoXCwcvr5LnTc"
"7588548482814725069","docx","美术文档","戴夫like（光子大赛）/美术文档","MUePdmMubo8kGlxjnuZcZDtJnxb","JYiywtBsvim5HwkTKhfcm9FmnPf"
"7588548482814725069","docx","动画演出效果","戴夫like（光子大赛）/美术文档/动画演出效果","RKaodp45gosS5Dx2Vs7cBpTknrf","GCuxwzKPqiLo0FksJdZcrIolnAc"
"7588548482814725069","docx","家具需求","戴夫like（光子大赛）/美术文档/家具需求","AJNrdA4EYopFcjxE9IMcXFCengc","EqP4wY18fi66lMkUBFycBLeUn2f"
"7588548482814725069","docx","设置系统","戴夫like（光子大赛）/设置系统","KvvKdNxwRoiRbYxxMgjcjnfpnVd","W0vxwFS42iHDaekQSwmcnmmYnBT"
"7588548482814725069","docx","家具与工作台","戴夫like（光子大赛）/设置系统/家具与工作台","U15NdfdB4oOgezxVkf6c3LZznBe","XFuDw1DP1ihj3sk6lC3cRnTXnog"
"7588548482814725069","docx","任务系统","戴夫like（光子大赛）/设置系统/任务系统","AW6pd8HYtoHW5Qx1mfwcfOJsnig","Egm8whSHHiBwQBkzXuLcK2C6n9A"
"7588548482814725069","docx","文档垃圾站","戴夫like（光子大赛）/文档垃圾站","Pehld0BOZoIfZMx7c3XcPQOvnfb","Iz51w25MDiAzLhkuOApcdTO8nIb"
"7588548482814725069","sheet","","戴夫like（光子大赛）/文档垃圾站/","JKI1sHeCQhIkTutCMrwc3pvwnId","ZEvJwaO4ViyfojkolEZciPD0nze"
"7588548482814725069","docx","2/13 1900 切片TODO","戴夫like（光子大赛）/文档垃圾站/2/13 1900 切片TODO","MVeAdHoIkokPW5xgByAcbFx1nDh","S6NQwkGIriNbOWk3JE1cZV2kn6f"
"7588548482814725069","docx","Monster状态机说明","戴夫like（光子大赛）/文档垃圾站/Monster状态机说明","POHGd2OrmofPGOxoNH4cvX6VncO","HH1twI91riXpB5kdTzQcqJcHnQb"
"7588548482814725069","docx","Wanderer（漫游者）特性说明","戴夫like（光子大赛）/文档垃圾站/Monster状态机说明/Wanderer（漫游者）特性说明","BCzJdnKaAovrT8xnuBicqbsqnKc","DQ1Kwt72xi3as7kniZcc0B12ncc"
"7588548482814725069","docx","UI","戴夫like（光子大赛）/文档垃圾站/UI","YqJod8zxXoa2gKxjJIFcF6M9nIg","Quvuwu4v3iE3R3kuy9Mcbodsn6c"
"7588548482814725069","sheet","UI需求","戴夫like（光子大赛）/文档垃圾站/UI需求","QAfbsv5yUhcdBhtiVwpc40gYnDg","Xl7uwENmoiU7jRkLlaVcf3fBndL"
"7588548482814725069","docx","采集系统","戴夫like（光子大赛）/文档垃圾站/采集系统","HwHUddZgoow90vxsoO2cg4T6nLc","Lx6EwTr0Di7lDHkO84accmAhnBh"
"7588548482814725069","docx","采集系统 --材料、宝箱","戴夫like（光子大赛）/文档垃圾站/采集系统 --材料、宝箱","MCendg8FnoVlWGx4mboclmy9nhb","V5kDwvv8viIcxDkWkRNcfgYjn6c"
"7588548482814725069","sheet","配表（所有和采集相关设置）","戴夫like（光子大赛）/文档垃圾站/采集系统/配表（所有和采集相关设置）","WwiNsuU7WhfmbCtTYOyceB3Wnue","JLjiwdM53iVGdmkJUBZcHoxsnjb"
"7588548482814725069","docx","采集系统经济平衡自查表","戴夫like（光子大赛）/文档垃圾站/采集系统经济平衡自查表","N1qsdU8bLoDC69xNmQxcpUswnHh","Zc1GwpY9Fi7zlCkUauhcp9KLnjg"
"7588548482814725069","docx","策划配置说明","戴夫like（光子大赛）/文档垃圾站/策划配置说明","Sz1RdHMl4obhrfxTGEucCTj4nJd","ZQ70wdLl3iuNXbkParxcucwFnGd"
"7588548482814725069","docx","美术需求","戴夫like（光子大赛）/文档垃圾站/美术需求","PIoidLeIGoAa89x60s3cBmeenuh","ZBu7w158kiUMmsk0fJ6cHYblnIf"
"7588548482814725069","file","TILEMAP_RULE_TILE_GUIDE.md","戴夫like（光子大赛）/文档垃圾站/美术需求/TILEMAP_RULE_TILE_GUIDE.md","SstJb77yzoEPQFxT8pccxXw3nef","DRrzwogOMiIefgkfuZfct5WCnFh"
"7588548482814725069","docx","画板迭代文档","戴夫like（光子大赛）/文档垃圾站/美术需求/画板迭代文档","Pd8dddA5SoUHZyx5umJcxyoUntd","V9RAwhMkfirv4xkvhGPciA2Pnvd"
"7588548482814725069","docx","切片1（0.1剧情文案）","戴夫like（光子大赛）/文档垃圾站/切片1（0.1剧情文案）","NkMNdSmQJoifYFx4BKNcrtpSnLb","AbqzwHUy9iIYg5k6ZJrc6Wg2nCc"
"7588548482814725069","docx","背景及人物故事（最终给AI版本）","戴夫like（光子大赛）/文档垃圾站/切片1（0.1剧情文案）/背景及人物故事（最终给AI版本）","L1cSdXAHVopay0xluSVcnfvYnFb","H5DWwJ7DSi1ZRJkC7fdceeUjn8c"
"7588548482814725069","docx","改进（叙事驱动）","戴夫like（光子大赛）/文档垃圾站/切片1（0.1剧情文案）/改进（叙事驱动）","WvyXdtgIson73lxJqYgcRwwfn2O","STznwSPBOi8vrLkG3RQcNAClnab"
"7588548482814725069","docx","水獭剧情","戴夫like（光子大赛）/文档垃圾站/切片1（0.1剧情文案）/水獭剧情","ZzX6dhQXloU9eWxSihQcLzVOnBd","XmfGw6AZNiQl60khGQfcy9KHnBb"
"7588548482814725069","docx","剧情细节","戴夫like（光子大赛）/文档垃圾站/切片1（0.1剧情文案）/水獭剧情/剧情细节","KhiYdjW4UoBincxp8KAcTyxwn3W","QKKXw6nmVi0hHVkesAYcqCb1nwe"
"7588548482814725069","sheet","切片1优先级（所有人）","戴夫like（光子大赛）/文档垃圾站/切片1优先级（所有人）","EKN7s1tqkhgC5htTL0mcJxjznJc","YX26wusmoihpvvkDV5TchRkUnOf"
"7588548482814725069","sheet","美术优先级设置","戴夫like（光子大赛）/文档垃圾站/切片1优先级（所有人）/美术优先级设置","AsRfsgnTQhedk1tek6XcrHbqnje","ZA4OwTbaeioqw8klkrdcvigTncf"
